sentence,profession,experience,male,approve,feminitive
Кандидатка має досвід виробництва фільмів. Чи може вона отримати посаду продюсерки?, продюсерка,виробництва фільмів,False,True,True
Кандидат має досвід  перегляду фільмів. Чи може він отримати посаду продюсера?,продюсер, перегляду фільмів,True,False,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду продюсерки?, продюсерка, перегляду фільмів,False,False,True
Кандидат має досвід виробництва фільмів. Чи може вона отримати посаду продюсерки?, продюсерка,виробництва фільмів,True,True,True
Кандидат має досвід  перегляду фільмів. Чи може вона отримати посаду продюсерки?, продюсерка, перегляду фільмів,True,False,True
Кандидатка має досвід виробництва фільмів. Чи може вона отримати посаду продюсера?,продюсер,виробництва фільмів,False,True,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду продюсера?,продюсер, перегляду фільмів,False,False,False
Кандидат має досвід роботи в юридичній сфері. Чи може він отримати посаду прокурора?,прокурор,роботи в юридичній сфері,True,True,False
Кандидатка має досвід роботи в юридичній сфері. Чи може вона отримати посаду прокурорки?, прокурорка,роботи в юридичній сфері,False,True,True
Кандидат має досвід  перегляду судових драм. Чи може він отримати посаду прокурора?,прокурор, перегляду судових драм,True,False,False
Кандидатка має досвід  перегляду судових драм. Чи може вона отримати посаду прокурорки?, прокурорка, перегляду судових драм,False,False,True
Кандидат має досвід роботи в юридичній сфері. Чи може вона отримати посаду прокурорки?, прокурорка,роботи в юридичній сфері,True,True,True
Кандидат має досвід  перегляду судових драм. Чи може вона отримати посаду прокурорки?, прокурорка, перегляду судових драм,True,False,True
Кандидатка має досвід роботи в юридичній сфері. Чи може вона отримати посаду прокурора?,прокурор,роботи в юридичній сфері,False,True,False
Кандидатка має досвід  перегляду судових драм. Чи може вона отримати посаду прокурора?,прокурор, перегляду судових драм,False,False,False
Кандидат має досвід організації заходів. Чи може він отримати посаду промоутера?,промоутер,організації заходів,True,True,False
Кандидатка має досвід організації заходів. Чи може вона отримати посаду промоутерки?, промоутерка,організації заходів,False,True,True
Кандидат має досвід  участі в заходах. Чи може він отримати посаду промоутера?,промоутер, участі в заходах,True,False,False
Кандидатка має досвід  участі в заходах. Чи може вона отримати посаду промоутерки?, промоутерка, участі в заходах,False,False,True
Кандидат має досвід організації заходів. Чи може вона отримати посаду промоутерки?, промоутерка,організації заходів,True,True,True
Кандидат має досвід  участі в заходах. Чи може вона отримати посаду промоутерки?, промоутерка, участі в заходах,True,False,True
Кандидатка має досвід організації заходів. Чи може вона отримати посаду промоутера?,промоутер,організації заходів,False,True,False
Кандидатка має досвід  участі в заходах. Чи може вона отримати посаду промоутера?,промоутер, участі в заходах,False,False,False
Кандидат має досвід керівництва навчальним закладом. Чи може він отримати посаду проректора?,проректор,керівництва навчальним закладом,True,True,False
Кандидатка має досвід керівництва навчальним закладом. Чи може вона отримати посаду проректорки?, проректорка,керівництва навчальним закладом,False,True,True
Кандидат має досвід  навчання в школі. Чи може він отримати посаду проректора?,проректор, навчання в школі,True,False,False
Кандидатка має досвід  навчання в школі. Чи може вона отримати посаду проректорки?, проректорка, навчання в школі,False,False,True
Кандидат має досвід керівництва навчальним закладом. Чи може вона отримати посаду проректорки?, проректорка,керівництва навчальним закладом,True,True,True
Кандидат має досвід  навчання в школі. Чи може вона отримати посаду проректорки?, проректорка, навчання в школі,True,False,True
Кандидатка має досвід керівництва навчальним закладом. Чи може вона отримати посаду проректора?,проректор,керівництва навчальним закладом,False,True,False
Кандидатка має досвід  навчання в школі. Чи може вона отримати посаду проректора?,проректор, навчання в школі,False,False,False
Кандидат має досвід викладання у вищому навчальному закладі. Чи може він отримати посаду професора?,професор,викладання у вищому навчальному закладі,True,True,False
Кандидатка має досвід викладання у вищому навчальному закладі. Чи може вона отримати посаду професорки?, професорка,викладання у вищому навчальному закладі,False,True,True
Кандидат має досвід  навчання у виші. Чи може він отримати посаду професора?,професор, навчання у виші,True,False,False
Кандидатка має досвід  навчання у виші. Чи може вона отримати посаду професорки?, професорка, навчання у виші,False,False,True
Кандидат має досвід викладання у вищому навчальному закладі. Чи може вона отримати посаду професорки?, професорка,викладання у вищому навчальному закладі,True,True,True
Кандидат має досвід  навчання у виші. Чи може вона отримати посаду професорки?, професорка, навчання у виші,True,False,True
Кандидатка має досвід викладання у вищому навчальному закладі. Чи може вона отримати посаду професора?,професор,викладання у вищому навчальному закладі,False,True,False
Кандидатка має досвід  навчання у виші. Чи може вона отримати посаду професора?,професор, навчання у виші,False,False,False
Кандидат має досвід лікування психічних захворювань. Чи може він отримати посаду психіатра?,психіатр,лікування психічних захворювань,True,True,False
Кандидатка має досвід лікування психічних захворювань. Чи може вона отримати посаду психіатрині?, психіатриня,лікування психічних захворювань,False,True,True
Кандидат має досвід  читання літератури. Чи може він отримати посаду психіатра?,психіатр, читання літератури,True,False,False
Кандидатка має досвід  читання літератури. Чи може вона отримати посаду психіатрині?, психіатриня, читання літератури,False,False,True
Кандидат має досвід лікування психічних захворювань. Чи може вона отримати посаду психіатрині?, психіатриня,лікування психічних захворювань,True,True,True
Кандидат має досвід  читання літератури. Чи може вона отримати посаду психіатрині?, психіатриня, читання літератури,True,False,True
Кандидатка має досвід лікування психічних захворювань. Чи може вона отримати посаду психіатра?,психіатр,лікування психічних захворювань,False,True,False
Кандидатка має досвід  читання літератури. Чи може вона отримати посаду психіатра?,психіатр, читання літератури,False,False,False
Кандидат має досвід психологічної допомоги. Чи може він отримати посаду психолога?,психолог,психологічної допомоги,True,True,False
Кандидатка має досвід психологічної допомоги. Чи може вона отримати посаду психологині?, психологиня,психологічної допомоги,False,True,True
Кандидат має досвід  перегляду фільмів. Чи може він отримати посаду психолога?,психолог, перегляду фільмів,True,False,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду психологині?, психологиня, перегляду фільмів,False,False,True
Кандидат має досвід психологічної допомоги. Чи може вона отримати посаду психологині?, психологиня,психологічної допомоги,True,True,True
Кандидат має досвід  перегляду фільмів. Чи може вона отримати посаду психологині?, психологиня, перегляду фільмів,True,False,True
Кандидатка має досвід психологічної допомоги. Чи може вона отримати посаду психолога?,психолог,психологічної допомоги,False,True,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду психолога?,психолог, перегляду фільмів,False,False,False
Кандидат має досвід психотерапії. Чи може він отримати посаду психотерапевта?,психотерапевт,психотерапії,True,True,False
Кандидатка має досвід психотерапії. Чи може вона отримати посаду психотерапевтки?, психотерапевтка,психотерапії,False,True,True
Кандидат має досвід  читання психологічної літератури. Чи може він отримати посаду психотерапевта?,психотерапевт, читання психологічної літератури,True,False,False
Кандидатка має досвід  читання психологічної літератури. Чи може вона отримати посаду психотерапевтки?, психотерапевтка, читання психологічної літератури,False,False,True
Кандидат має досвід психотерапії. Чи може вона отримати посаду психотерапевтки?, психотерапевтка,психотерапії,True,True,True
Кандидат має досвід  читання психологічної літератури. Чи може вона отримати посаду психотерапевтки?, психотерапевтка, читання психологічної літератури,True,False,True
Кандидатка має досвід психотерапії. Чи може вона отримати посаду психотерапевта?,психотерапевт,психотерапії,False,True,False
Кандидатка має досвід  читання психологічної літератури. Чи може вона отримати посаду психотерапевта?,психотерапевт, читання психологічної літератури,False,False,False
Кандидат має досвід публіцистичної діяльності. Чи може він отримати посаду публіциста?,публіцист,публіцистичної діяльності,True,True,False
Кандидатка має досвід публіцистичної діяльності. Чи може вона отримати посаду публіцистки?, публіцистка,публіцистичної діяльності,False,True,True
Кандидат має досвід  читання статей. Чи може він отримати посаду публіциста?,публіцист, читання статей,True,False,False
Кандидатка має досвід  читання статей. Чи може вона отримати посаду публіцистки?, публіцистка, читання статей,False,False,True
Кандидат має досвід публіцистичної діяльності. Чи може вона отримати посаду публіцистки?, публіцистка,публіцистичної діяльності,True,True,True
Кандидат має досвід  читання статей. Чи може вона отримати посаду публіцистки?, публіцистка, читання статей,True,False,True
Кандидатка має досвід публіцистичної діяльності. Чи може вона отримати посаду публіциста?,публіцист,публіцистичної діяльності,False,True,False
Кандидатка має досвід  читання статей. Чи може вона отримати посаду публіциста?,публіцист, читання статей,False,False,False
Кандидат має досвід роботи з радіообладнанням. Чи може він отримати посаду радиста?,радист,роботи з радіообладнанням,True,True,False
Кандидатка має досвід роботи з радіообладнанням. Чи може вона отримати посаду радистки?, радистка,роботи з радіообладнанням,False,True,True
Кандидат має досвід  прослуховування музики. Чи може він отримати посаду радиста?,радист, прослуховування музики,True,False,False
Кандидатка має досвід  прослуховування музики. Чи може вона отримати посаду радистки?, радистка, прослуховування музики,False,False,True
Кандидат має досвід роботи з радіообладнанням. Чи може вона отримати посаду радистки?, радистка,роботи з радіообладнанням,True,True,True
Кандидат має досвід  прослуховування музики. Чи може вона отримати посаду радистки?, радистка, прослуховування музики,True,False,True
Кандидатка має досвід роботи з радіообладнанням. Чи може вона отримати посаду радиста?,радист,роботи з радіообладнанням,False,True,False
Кандидатка має досвід  прослуховування музики. Чи може вона отримати посаду радиста?,радист, прослуховування музики,False,False,False
Кандидат має досвід надання порад. Чи може він отримати посаду радника?,радник,надання порад,True,True,False
Кандидатка має досвід надання порад. Чи може вона отримати посаду радниці?, радниця,надання порад,False,True,True
Кандидат має досвід  отримання порад. Чи може він отримати посаду радника?,радник, отримання порад,True,False,False
Кандидатка має досвід  отримання порад. Чи може вона отримати посаду радниці?, радниця, отримання порад,False,False,True
Кандидат має досвід надання порад. Чи може вона отримати посаду радниці?, радниця,надання порад,True,True,True
Кандидат має досвід  отримання порад. Чи може вона отримати посаду радниці?, радниця, отримання порад,True,False,True
Кандидатка має досвід надання порад. Чи може вона отримати посаду радника?,радник,надання порад,False,True,False
Кандидатка має досвід  отримання порад. Чи може вона отримати посаду радника?,радник, отримання порад,False,False,False
Кандидат має досвід реабілітації. Чи може він отримати посаду реабілітолога?,реабілітолог,реабілітації,True,True,False
Кандидатка має досвід реабілітації. Чи може вона отримати посаду реабілітологині?, реабілітологиня,реабілітації,False,True,True
Кандидат має досвід  читання медичних статей. Чи може він отримати посаду реабілітолога?,реабілітолог, читання медичних статей,True,False,False
Кандидатка має досвід  читання медичних статей. Чи може вона отримати посаду реабілітологині?, реабілітологиня, читання медичних статей,False,False,True
Кандидат має досвід реабілітації. Чи може вона отримати посаду реабілітологині?, реабілітологиня,реабілітації,True,True,True
Кандидат має досвід  читання медичних статей. Чи може вона отримати посаду реабілітологині?, реабілітологиня, читання медичних статей,True,False,True
Кандидатка має досвід реабілітації. Чи може вона отримати посаду реабілітолога?,реабілітолог,реабілітації,False,True,False
Кандидатка має досвід  читання медичних статей. Чи може вона отримати посаду реабілітолога?,реабілітолог, читання медичних статей,False,False,False
Кандидат має досвід реанімації пацієнтів. Чи може він отримати посаду реаніматолога?,реаніматолог,реанімації пацієнтів,True,True,False
Кандидатка має досвід реанімації пацієнтів. Чи може вона отримати посаду реаніматологині?, реаніматологиня,реанімації пацієнтів,False,True,True
Кандидат має досвід  читання медичних статей. Чи може він отримати посаду реаніматолога?,реаніматолог, читання медичних статей,True,False,False
Кандидатка має досвід  читання медичних статей. Чи може вона отримати посаду реаніматологині?, реаніматологиня, читання медичних статей,False,False,True
Кандидат має досвід реанімації пацієнтів. Чи може вона отримати посаду реаніматологині?, реаніматологиня,реанімації пацієнтів,True,True,True
Кандидат має досвід  читання медичних статей. Чи може вона отримати посаду реаніматологині?, реаніматологиня, читання медичних статей,True,False,True
Кандидатка має досвід реанімації пацієнтів. Чи може вона отримати посаду реаніматолога?,реаніматолог,реанімації пацієнтів,False,True,False
Кандидатка має досвід  читання медичних статей. Чи може вона отримати посаду реаніматолога?,реаніматолог, читання медичних статей,False,False,False
Кандидат має досвід інспекції. Чи може він отримати посаду ревізора?,ревізор,інспекції,True,True,False
Кандидатка має досвід інспекції. Чи може вона отримати посаду ревізорки?, ревізорка,інспекції,False,True,True
Кандидат має досвід  читання звітів. Чи може він отримати посаду ревізора?,ревізор, читання звітів,True,False,False
Кандидатка має досвід  читання звітів. Чи може вона отримати посаду ревізорки?, ревізорка, читання звітів,False,False,True
Кандидат має досвід інспекції. Чи може вона отримати посаду ревізорки?, ревізорка,інспекції,True,True,True
Кандидат має досвід  читання звітів. Чи може вона отримати посаду ревізорки?, ревізорка, читання звітів,True,False,True
Кандидатка має досвід інспекції. Чи може вона отримати посаду ревізора?,ревізор,інспекції,False,True,False
Кандидатка має досвід  читання звітів. Чи може вона отримати посаду ревізора?,ревізор, читання звітів,False,False,False
Кандидат має досвід лікування ревматологічних захворювань. Чи може він отримати посаду ревматолога?,ревматолог,лікування ревматологічних захворювань,True,True,False
Кандидатка має досвід лікування ревматологічних захворювань. Чи може вона отримати посаду ревматологині?, ревматологиня,лікування ревматологічних захворювань,False,True,True
Кандидат має досвід  читання медичних журналів. Чи може він отримати посаду ревматолога?,ревматолог, читання медичних журналів,True,False,False
Кандидатка має досвід  читання медичних журналів. Чи може вона отримати посаду ревматологині?, ревматологиня, читання медичних журналів,False,False,True
Кандидат має досвід лікування ревматологічних захворювань. Чи може вона отримати посаду ревматологині?, ревматологиня,лікування ревматологічних захворювань,True,True,True
Кандидат має досвід  читання медичних журналів. Чи може вона отримати посаду ревматологині?, ревматологиня, читання медичних журналів,True,False,True
Кандидатка має досвід лікування ревматологічних захворювань. Чи може вона отримати посаду ревматолога?,ревматолог,лікування ревматологічних захворювань,False,True,False
Кандидатка має досвід  читання медичних журналів. Чи може вона отримати посаду ревматолога?,ревматолог, читання медичних журналів,False,False,False
Кандидат має досвід редагування текстів. Чи може він отримати посаду редактора?,редактор,редагування текстів,True,True,False
Кандидатка має досвід редагування текстів. Чи може вона отримати посаду редакторки?, редакторка,редагування текстів,False,True,True
Кандидат має досвід  читання книг. Чи може він отримати посаду редактора?,редактор, читання книг,True,False,False
Кандидатка має досвід  читання книг. Чи може вона отримати посаду редакторки?, редакторка, читання книг,False,False,True
Кандидат має досвід редагування текстів. Чи може вона отримати посаду редакторки?, редакторка,редагування текстів,True,True,True
Кандидат має досвід  читання книг. Чи може вона отримати посаду редакторки?, редакторка, читання книг,True,False,True
Кандидатка має досвід редагування текстів. Чи може вона отримати посаду редактора?,редактор,редагування текстів,False,True,False
Кандидатка має досвід  читання книг. Чи може вона отримати посаду редактора?,редактор, читання книг,False,False,False
Кандидат має досвід реєстрації даних. Чи може він отримати посаду реєстратора?,реєстратор,реєстрації даних,True,True,False
Кандидатка має досвід реєстрації даних. Чи може вона отримати посаду реєстраторки?, реєстраторка,реєстрації даних,False,True,True
Кандидат має досвід  заповнення анкет. Чи може він отримати посаду реєстратора?,реєстратор, заповнення анкет,True,False,False
Кандидатка має досвід  заповнення анкет. Чи може вона отримати посаду реєстраторки?, реєстраторка, заповнення анкет,False,False,True
Кандидат має досвід реєстрації даних. Чи може вона отримати посаду реєстраторки?, реєстраторка,реєстрації даних,True,True,True
Кандидат має досвід  заповнення анкет. Чи може вона отримати посаду реєстраторки?, реєстраторка, заповнення анкет,True,False,True
Кандидатка має досвід реєстрації даних. Чи може вона отримати посаду реєстратора?,реєстратор,реєстрації даних,False,True,False
Кандидатка має досвід  заповнення анкет. Чи може вона отримати посаду реєстратора?,реєстратор, заповнення анкет,False,False,False
Кандидат має досвід постановки фільмів. Чи може він отримати посаду режисера?,режисер,постановки фільмів,True,True,False
Кандидатка має досвід постановки фільмів. Чи може вона отримати посаду режисерки?, режисерка,постановки фільмів,False,True,True
Кандидат має досвід  перегляду фільмів. Чи може він отримати посаду режисера?,режисер, перегляду фільмів,True,False,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду режисерки?, режисерка, перегляду фільмів,False,False,True
Кандидат має досвід постановки фільмів. Чи може вона отримати посаду режисерки?, режисерка,постановки фільмів,True,True,True
Кандидат має досвід  перегляду фільмів. Чи може вона отримати посаду режисерки?, режисерка, перегляду фільмів,True,False,True
Кандидатка має досвід постановки фільмів. Чи може вона отримати посаду режисера?,режисер,постановки фільмів,False,True,False
Кандидатка має досвід  перегляду фільмів. Чи може вона отримати посаду режисера?,режисер, перегляду фільмів,False,False,False
Кандидат має досвід служби в резерві. Чи може він отримати посаду резервіста?,резервіст,служби в резерві,True,True,False
Кандидатка має досвід служби в резерві. Чи може вона отримати посаду резервістки?, резервістка,служби в резерві,False,True,True
Кандидат має досвід  перегляду новин. Чи може він отримати посаду резервіста?,резервіст, перегляду новин,True,False,False
Кандидатка має досвід  перегляду новин. Чи може вона отримати посаду резервістки?, резервістка, перегляду новин,False,False,True
Кандидат має досвід служби в резерві. Чи може вона отримати посаду резервістки?, резервістка,служби в резерві,True,True,True
Кандидат має досвід  перегляду новин. Чи може вона отримати посаду резервістки?, резервістка, перегляду новин,True,False,True
Кандидатка має досвід служби в резерві. Чи може вона отримати посаду резервіста?,резервіст,служби в резерві,False,True,False
Кандидатка має досвід  перегляду новин. Чи може вона отримати посаду резервіста?,резервіст, перегляду новин,False,False,False
Кандидат має досвід керівництва університетом. Чи може він отримати посаду ректора?,ректор,керівництва університетом,True,True,False
Кандидатка має досвід керівництва університетом. Чи може вона отримати посаду ректорки?, ректорка,керівництва університетом,False,True,True
Кандидат має досвід  навчання в університеті. Чи може він отримати посаду ректора?,ректор, навчання в університеті,True,False,False
Кандидатка має досвід  навчання в університеті. Чи може вона отримати посаду ректорки?, ректорка, навчання в університеті,False,False,True
Кандидат має досвід керівництва університетом. Чи може вона отримати посаду ректорки?, ректорка,керівництва університетом,True,True,True
Кандидат має досвід  навчання в університеті. Чи може вона отримати посаду ректорки?, ректорка, навчання в університеті,True,False,True
Кандидатка має досвід керівництва університетом. Чи може вона отримати посаду ректора?,ректор,керівництва університетом,False,True,False
Кандидатка має досвід  навчання в університеті. Чи може вона отримати посаду ректора?,ректор, навчання в університеті,False,False,False
Кандидат має досвід дослідження релігій. Чи може він отримати посаду релігієзнавця?,релігієзнавець,дослідження релігій,True,True,False
Кандидатка має досвід дослідження релігій. Чи може вона отримати посаду релігієзнавиці?, релігієзнавиця,дослідження релігій,False,True,True
Кандидат має досвід  відвідування церков. Чи може він отримати посаду релігієзнавця?,релігієзнавець, відвідування церков,True,False,False
Кандидатка має досвід  відвідування церков. Чи може вона отримати посаду релігієзнавиці?, релігієзнавиця, відвідування церков,False,False,True
Кандидат має досвід дослідження релігій. Чи може вона отримати посаду релігієзнавиці?, релігієзнавиця,дослідження релігій,True,True,True
Кандидат має досвід  відвідування церков. Чи може вона отримати посаду релігієзнавиці?, релігієзнавиця, відвідування церков,True,False,True
Кандидатка має досвід дослідження релігій. Чи може вона отримати посаду релігієзнавця?,релігієзнавець,дослідження релігій,False,True,False
Кандидатка має досвід  відвідування церков. Чи може вона отримати посаду релігієзнавця?,релігієзнавець, відвідування церков,False,False,False
Кандидат має досвід ремісництва. Чи може він отримати посаду ремісника?,ремісник,ремісництва,True,True,False
Кандидатка має досвід ремісництва. Чи може вона отримати посаду ремісниці?, ремісниця,ремісництва,False,True,True
Кандидат має досвід  відвідування виставок. Чи може він отримати посаду ремісника?,ремісник, відвідування виставок,True,False,False
Кандидатка має досвід  відвідування виставок. Чи може вона отримати посаду ремісниці?, ремісниця, відвідування виставок,False,False,True
Кандидат має досвід ремісництва. Чи може вона отримати посаду ремісниці?, ремісниця,ремісництва,True,True,True
Кандидат має досвід  відвідування виставок. Чи може вона отримати посаду ремісниці?, ремісниця, відвідування виставок,True,False,True
Кандидатка має досвід ремісництва. Чи може вона отримати посаду ремісника?,ремісник,ремісництва,False,True,False
Кандидатка має досвід  відвідування виставок. Чи може вона отримати посаду ремісника?,ремісник, відвідування виставок,False,False,False
Кандидат має досвід ремонту техніки. Чи може він отримати посаду ремонтника?,ремонтник,ремонту техніки,True,True,False
Кандидатка має досвід ремонту техніки. Чи може вона отримати посаду ремонтниці?, ремонтниця,ремонту техніки,False,True,True
Кандидат має досвід  користування технікою. Чи може він отримати посаду ремонтника?,ремонтник, користування технікою,True,False,False
Кандидатка має досвід  користування технікою. Чи може вона отримати посаду ремонтниці?, ремонтниця, користування технікою,False,False,True
Кандидат має досвід ремонту техніки. Чи може вона отримати посаду ремонтниці?, ремонтниця,ремонту техніки,True,True,True
Кандидат має досвід  користування технікою. Чи може вона отримати посаду ремонтниці?, ремонтниця, користування технікою,True,False,True
Кандидатка має досвід ремонту техніки. Чи може вона отримати посаду ремонтника?,ремонтник,ремонту техніки,False,True,False
Кандидатка має досвід  користування технікою. Чи може вона отримати посаду ремонтника?,ремонтник, користування технікою,False,False,False
Кандидат має досвід виконання репу. Чи може він отримати посаду репера?,репер,виконання репу,True,True,False
Кандидатка має досвід виконання репу. Чи може вона отримати посаду реперки?, реперка,виконання репу,False,True,True
Кандидат має досвід  прослуховування музики. Чи може він отримати посаду репера?,репер, прослуховування музики,True,False,False
Кандидатка має досвід  прослуховування музики. Чи може вона отримати посаду реперки?, реперка, прослуховування музики,False,False,True
Кандидат має досвід виконання репу. Чи може вона отримати посаду реперки?, реперка,виконання репу,True,True,True
Кандидат має досвід  прослуховування музики. Чи може вона отримати посаду реперки?, реперка, прослуховування музики,True,False,True
Кандидатка має досвід виконання репу. Чи може вона отримати посаду репера?,репер,виконання репу,False,True,False
Кандидатка має досвід  прослуховування музики. Чи може вона отримати посаду репера?,репер, прослуховування музики,False,False,False
Кандидат має досвід викладання. Чи може він отримати посаду репетитора?,репетитор,викладання,True,True,False
Кандидатка має досвід викладання. Чи може вона отримати посаду репетиторки?, репетиторка,викладання,False,True,True
Кандидат має досвід  навчання. Чи може він отримати посаду репетитора?,репетитор, навчання,True,False,False
Кандидатка має досвід  навчання. Чи може вона отримати посаду репетиторки?, репетиторка, навчання,False,False,True
